token	corpus size	all contexts size	frequency	co-frequency	specificity
ещё	61983	6023	17	5	1.80
также	61983	6023	109	17	1.78
проекты	61983	6023	12	4	1.71
пространство	61983	6023	12	4	1.71
по	61983	6023	305	38	1.69
воспитании	61983	6023	7	3	1.67
отношение	61983	6023	7	3	1.67
важных	61983	6023	7	3	1.67
своем	61983	6023	7	3	1.67
защита	61983	6023	7	3	1.67
уважать	61983	6023	7	3	1.67
Закиева	61983	6023	7	3	1.67
команды	61983	6023	32	7	1.67
который	61983	6023	25	6	1.67
детьми	61983	6023	55	10	1.66
проекта	61983	6023	19	5	1.62
от	61983	6023	225	29	1.62
помощи	61983	6023	56	10	1.62
жизнь	61983	6023	33	7	1.61
Также	61983	6023	13	4	1.60
видео	61983	6023	13	4	1.60
начало	61983	6023	3	2	1.59
уходе	61983	6023	3	2	1.59
странах	61983	6023	3	2	1.59
необходимых	61983	6023	3	2	1.59
включает	61983	6023	3	2	1.59
отцов	61983	6023	3	2	1.59
Жанры	61983	6023	3	2	1.59
гарантия	61983	6023	3	2	1.59
отец	61983	6023	3	2	1.59
давать	61983	6023	3	2	1.59
вскармливании	61983	6023	3	2	1.59
БЛАГОТВОРИТЕЛЬНЫЙ	61983	6023	3	2	1.59
ФОНД	61983	6023	3	2	1.59
помогаем	61983	6023	3	2	1.59
трудной	61983	6023	3	2	1.59
сферы	61983	6023	3	2	1.59
всестороннее	61983	6023	3	2	1.59
города	61983	6023	3	2	1.59
поделиться	61983	6023	3	2	1.59
Насколько	61983	6023	3	2	1.59
результат	61983	6023	3	2	1.59
нарушениями	61983	6023	3	2	1.59
смогли	61983	6023	3	2	1.59
редкими	61983	6023	3	2	1.59
ОВЗ	61983	6023	3	2	1.59
сложные	61983	6023	3	2	1.59
маяком	61983	6023	3	2	1.59
Дома	61983	6023	3	2	1.59
Армия	61983	6023	3	2	1.59
Технологии	61983	6023	3	2	1.59
Стиль	61983	6023	3	2	1.59
Эксклюзивы	61983	6023	3	2	1.59
социального	61983	6023	3	2	1.59
благополучии	61983	6023	3	2	1.59
физическому	61983	6023	3	2	1.59
Закона	61983	6023	3	2	1.59
зависимость	61983	6023	3	2	1.59
постановления	61983	6023	3	2	1.59
публикацию	61983	6023	3	2	1.59
Певец	61983	6023	3	2	1.59
обожает	61983	6023	3	2	1.59
авиакомпании	61983	6023	3	2	1.59
уверенно	61983	6023	3	2	1.59
центра	61983	6023	3	2	1.59
тысячи	61983	6023	3	2	1.59
ждёт	61983	6023	3	2	1.59
вовремя	61983	6023	3	2	1.59
отношениям	61983	6023	3	2	1.59
пытаются	61983	6023	3	2	1.59
летШкола	61983	6023	3	2	1.59
Офлайн	61983	6023	3	2	1.59
Б-г	61983	6023	3	2	1.59
воспринимают	61983	6023	3	2	1.59
за	61983	6023	190	25	1.58
не	61983	6023	502	57	1.57
свою	61983	6023	20	5	1.54
их	61983	6023	92	14	1.54
тех	61983	6023	8	3	1.51
программе	61983	6023	8	3	1.51
личное	61983	6023	8	3	1.51
О	61983	6023	68	11	1.48
со	61983	6023	60	10	1.47
много	61983	6023	21	5	1.46
более	61983	6023	52	9	1.46
постановил	61983	6023	15	4	1.40
этом	61983	6023	80	12	1.39
обращения	61983	6023	9	3	1.38
фонде	61983	6023	9	3	1.38
Проекты	61983	6023	9	3	1.38
учителей	61983	6023	9	3	1.38
стране	61983	6023	9	3	1.38
дополнительного	61983	6023	9	3	1.38
прежде	61983	6023	9	3	1.38
мужа	61983	6023	9	3	1.38
работать	61983	6023	9	3	1.38
занимаются	61983	6023	9	3	1.38
многие	61983	6023	9	3	1.38
брать	61983	6023	9	3	1.38
Forbes	61983	6023	9	3	1.38
можно	61983	6023	72	11	1.37
помочь	61983	6023	38	7	1.36
I	61983	6023	4	2	1.34
интереса	61983	6023	4	2	1.34
организма	61983	6023	4	2	1.34
процессов	61983	6023	4	2	1.34
нарушения	61983	6023	4	2	1.34
жестокого	61983	6023	4	2	1.34
направленные	61983	6023	4	2	1.34
органами	61983	6023	4	2	1.34
Медсестра	61983	6023	4	2	1.34
регионе	61983	6023	4	2	1.34
пути	61983	6023	4	2	1.34
больным	61983	6023	4	2	1.34
жизненной	61983	6023	4	2	1.34
специальным	61983	6023	4	2	1.34
регионах	61983	6023	4	2	1.34
pro	61983	6023	4	2	1.34
плюс	61983	6023	4	2	1.34
ситуациях	61983	6023	4	2	1.34
акция	61983	6023	4	2	1.34
неизлечимо	61983	6023	4	2	1.34
взрослыми	61983	6023	4	2	1.34
наши	61983	6023	4	2	1.34
несмотря	61983	6023	4	2	1.34
важный	61983	6023	4	2	1.34
осуществлении	61983	6023	4	2	1.34
обращаться	61983	6023	4	2	1.34
читайте	61983	6023	4	2	1.34
сообщать	61983	6023	4	2	1.34
труд	61983	6023	4	2	1.34
любого	61983	6023	4	2	1.34
Такое	61983	6023	4	2	1.34
особыми	61983	6023	4	2	1.34
потребностями	61983	6023	4	2	1.34
омбудсмен	61983	6023	4	2	1.34
отреагировала	61983	6023	4	2	1.34
заявление	61983	6023	4	2	1.34
любых	61983	6023	4	2	1.34
сделал	61983	6023	4	2	1.34
избегать	61983	6023	4	2	1.34
ощущения	61983	6023	4	2	1.34
лежат	61983	6023	4	2	1.34
ревность	61983	6023	4	2	1.34
принципы	61983	6023	4	2	1.34
пять	61983	6023	4	2	1.34
стран	61983	6023	4	2	1.34
участников	61983	6023	16	4	1.32
г	61983	6023	48	8	1.30
образования	61983	6023	24	5	1.28
все	61983	6023	104	14	1.27
обязанности	61983	6023	10	3	1.27
школа	61983	6023	10	3	1.27
старшего	61983	6023	10	3	1.27
Летучей	61983	6023	10	3	1.27
никогда	61983	6023	10	3	1.27
жизни	61983	6023	76	11	1.26
что	61983	6023	374	40	1.26
язык	61983	6023	17	4	1.25
Редакция	61983	6023	17	4	1.25
права	61983	6023	50	8	1.23
из	61983	6023	167	20	1.22
так	61983	6023	78	11	1.22
детям	61983	6023	42	7	1.21
родителями	61983	6023	18	4	1.19
являются	61983	6023	11	3	1.18
зависимости	61983	6023	11	3	1.18
насилия	61983	6023	11	3	1.18
Отчеты	61983	6023	11	3	1.18
соцсетях	61983	6023	11	3	1.18
поговорить	61983	6023	11	3	1.18
заниматься	61983	6023	11	3	1.18
Эстонии	61983	6023	11	3	1.18
тут	61983	6023	11	3	1.18
тысяч	61983	6023	11	3	1.18
воспитанию	61983	6023	5	2	1.16
примерно	61983	6023	5	2	1.16
формирование	61983	6023	5	2	1.16
Таким	61983	6023	5	2	1.16
первую	61983	6023	5	2	1.16
неё	61983	6023	5	2	1.16
Back	61983	6023	5	2	1.16
Защита	61983	6023	5	2	1.16
предотвратить	61983	6023	5	2	1.16
отвечает	61983	6023	5	2	1.16
Медиа	61983	6023	5	2	1.16
Помогите	61983	6023	5	2	1.16
оценивают	61983	6023	5	2	1.16
категории	61983	6023	5	2	1.16
участником	61983	6023	5	2	1.16
улучшения	61983	6023	5	2	1.16
Обучение	61983	6023	5	2	1.16
наших	61983	6023	5	2	1.16
достижения	61983	6023	5	2	1.16
Смену	61983	6023	5	2	1.16
хороший	61983	6023	5	2	1.16
сложно	61983	6023	5	2	1.16
Бизнес	61983	6023	5	2	1.16
станет	61983	6023	5	2	1.16
считает	61983	6023	5	2	1.16
унизительное	61983	6023	5	2	1.16
занимается	61983	6023	5	2	1.16
телефону	61983	6023	5	2	1.16
дело	61983	6023	5	2	1.16
возможностями	61983	6023	5	2	1.16
Гамзаева	61983	6023	5	2	1.16
видят	61983	6023	5	2	1.16
могу	61983	6023	5	2	1.16
будущих	61983	6023	5	2	1.16
младшего	61983	6023	5	2	1.16
жестоко	61983	6023	5	2	1.16
возможность	61983	6023	27	5	1.13
ситуации	61983	6023	19	4	1.13
которая	61983	6023	19	4	1.13
своим	61983	6023	19	4	1.13
потому	61983	6023	19	4	1.13
будет	61983	6023	74	10	1.11
воспитание	61983	6023	12	3	1.09
детский	61983	6023	12	3	1.09
проблемы	61983	6023	12	3	1.09
Фонд	61983	6023	12	3	1.09
сентября	61983	6023	12	3	1.09
наказание	61983	6023	12	3	1.09
другие	61983	6023	28	5	1.09
к	61983	6023	248	25	1.08
возраст	61983	6023	20	4	1.07
этой	61983	6023	20	4	1.07
прав	61983	6023	20	4	1.07
развития	61983	6023	77	10	1.06
мама	61983	6023	21	4	1.03
тем	61983	6023	21	4	1.03
д	61983	6023	21	4	1.03
мамы	61983	6023	21	4	1.03
характера	61983	6023	6	2	1.03
этим	61983	6023	6	2	1.03
находятся	61983	6023	6	2	1.03
молодых	61983	6023	6	2	1.03
Б	61983	6023	6	2	1.03
работаем	61983	6023	6	2	1.03
изменить	61983	6023	6	2	1.03
нужна	61983	6023	6	2	1.03
критериям	61983	6023	6	2	1.03
проект	61983	6023	6	2	1.03
Найти	61983	6023	6	2	1.03
Наука	61983	6023	6	2	1.03
Психология	61983	6023	6	2	1.03
привычки	61983	6023	6	2	1.03
другими	61983	6023	6	2	1.03
граждан	61983	6023	6	2	1.03
Динара	61983	6023	6	2	1.03
начинают	61983	6023	6	2	1.03
продолжительность	61983	6023	6	2	1.03
автор	61983	6023	6	2	1.03
мам	61983	6023	6	2	1.03
прекрасно	61983	6023	6	2	1.03
поскольку	61983	6023	6	2	1.03
собрать	61983	6023	6	2	1.03
ними	61983	6023	13	3	1.02
детских	61983	6023	13	3	1.02
Летучие	61983	6023	13	3	1.02
работает	61983	6023	13	3	1.02
темы	61983	6023	13	3	1.02
общем	61983	6023	1	1	1.01
пубертатного	61983	6023	1	1	1.01
Римская	61983	6023	1	1	1.01
империя	61983	6023	1	1	1.01
век	61983	6023	1	1	1.01
н	61983	6023	1	1	1.01
э	61983	6023	1	1	1.01
Учение	61983	6023	1	1	1.01
пишут	61983	6023	1	1	1.01
Цельс	61983	6023	1	1	1.01
Гален	61983	6023	1	1	1.01
Соран	61983	6023	1	1	1.01
воспитательных	61983	6023	1	1	1.01
приютов	61983	6023	1	1	1.01
подкидышей	61983	6023	1	1	1.01
беспризорных	61983	6023	1	1	1.01
способствовали	61983	6023	1	1	1.01
пробуждению	61983	6023	1	1	1.01
особенностям	61983	6023	1	1	1.01
XV	61983	6023	1	1	1.01
XVII	61983	6023	1	1	1.01
веках	61983	6023	1	1	1.01
опубликовано	61983	6023	1	1	1.01
трудов	61983	6023	1	1	1.01
посвящённых	61983	6023	1	1	1.01
выхаживанию	61983	6023	1	1	1.01
Пётр	61983	6023	1	1	1.01
указ	61983	6023	1	1	1.01
строении	61983	6023	1	1	1.01
разработавшего	61983	6023	1	1	1.01
наставления	61983	6023	1	1	1.01
развивающийся	61983	6023	1	1	1.01
Грудные	61983	6023	1	1	1.01
нормальных	61983	6023	1	1	1.01
грудных	61983	6023	1	1	1.01
дыхание	61983	6023	1	1	1.01
возрастает	61983	6023	1	1	1.01
едва	61983	6023	1	1	1.01
заметна	61983	6023	1	1	1.01
текучесть	61983	6023	1	1	1.01
Отец	61983	6023	1	1	1.01
кататься	61983	6023	1	1	1.01
человеческой	61983	6023	1	1	1.01
направлениями	61983	6023	1	1	1.01
постоянное	61983	6023	1	1	1.01
расширении	61983	6023	1	1	1.01
разъяснение	61983	6023	1	1	1.01
сущности	61983	6023	1	1	1.01
интересны	61983	6023	1	1	1.01
нравственных	61983	6023	1	1	1.01
рекомендует	61983	6023	1	1	1.01
постепенный	61983	6023	1	1	1.01
систематический	61983	6023	1	1	1.01
древности	61983	6023	1	1	1.01
имело	61983	6023	1	1	1.01
специфической	61983	6023	1	1	1.01
Нормы	61983	6023	1	1	1.01
растущие	61983	6023	1	1	1.01
кислороде	61983	6023	1	1	1.01
отводе	61983	6023	1	1	1.01
углекислого	61983	6023	1	1	1.01
газа	61983	6023	1	1	1.01
Следит	61983	6023	1	1	1.01
течением	61983	6023	1	1	1.01
состоянием	61983	6023	1	1	1.01
связанными	61983	6023	1	1	1.01
самостоятельная	61983	6023	1	1	1.01
возможные	61983	6023	1	1	1.01
ибо	61983	6023	1	1	1.01
патологических	61983	6023	1	1	1.01
существенно	61983	6023	1	1	1.01
таковых	61983	6023	1	1	1.01
реакция	61983	6023	1	1	1.01
организованного	61983	6023	1	1	1.01
коллектива	61983	6023	1	1	1.01
ясли	61983	6023	1	1	1.01
комбинат	61983	6023	1	1	1.01
интернат	61983	6023	1	1	1.01
стационар	61983	6023	1	1	1.01
педиатры	61983	6023	1	1	1.01
авангарде	61983	6023	1	1	1.01
служб	61983	6023	1	1	1.01
выступая	61983	6023	1	1	1.01
роли	61983	6023	1	1	1.01
хранителей	61983	6023	1	1	1.01
Элин	61983	6023	1	1	1.01
Даниельсон-Гамбоджи	61983	6023	1	1	1.01
Материнская	61983	6023	1	1	1.01
Состояние	61983	6023	1	1	1.01
популяциях	61983	6023	1	1	1.01
земного	61983	6023	1	1	1.01
шара	61983	6023	1	1	1.01
придаётся	61983	6023	1	1	1.01
поведенческим	61983	6023	1	1	1.01
аспектам	61983	6023	1	1	1.01
пересмотра	61983	6023	1	1	1.01
привычных	61983	6023	1	1	1.01
заканчивая	61983	6023	1	1	1.01
внедрением	61983	6023	1	1	1.01
профилактику	61983	6023	1	1	1.01
неудовлетворительного	61983	6023	1	1	1.01
Профилактическое	61983	6023	1	1	1.01
педиатрии	61983	6023	1	1	1.01
пожилых	61983	6023	1	1	1.01
увеличена	61983	6023	1	1	1.01
концах	61983	6023	1	1	1.01
ДНК	61983	6023	1	1	1.01
потенциально	61983	6023	1	1	1.01
третьем	61983	6023	1	1	1.01
поколении	61983	6023	1	1	1.01
родились	61983	6023	1	1	1.01
остаётся	61983	6023	1	1	1.01
контекста	61983	6023	1	1	1.01
Другой	61983	6023	1	1	1.01
перестал	61983	6023	1	1	1.01
достижении	61983	6023	1	1	1.01
зрелости	61983	6023	1	1	1.01
вредоносной	61983	6023	1	1	1.01
демонстрация	61983	6023	1	1	1.01
пропаганда	61983	6023	1	1	1.01
проследили	61983	6023	1	1	1.01
эффект	61983	6023	1	1	1.01
поздним	61983	6023	1	1	1.01
поколениях	61983	6023	1	1	1.01
Осипов	61983	6023	1	1	1.01
Гиппенрейтер	61983	6023	1	1	1.01
Общаться	61983	6023	1	1	1.01
Комедии	61983	6023	1	1	1.01
Ужасы	61983	6023	1	1	1.01
Фантастика	61983	6023	1	1	1.01
Комедия	61983	6023	1	1	1.01
Полнометражные	61983	6023	1	1	1.01
Американские	61983	6023	1	1	1.01
Чудесная	61983	6023	1	1	1.01
радует	61983	6023	1	1	1.01
отчаявшееся	61983	6023	1	1	1.01
Рецензии	61983	6023	1	1	1.01
драма	61983	6023	1	1	1.01
Любителям	61983	6023	1	1	1.01
драму	61983	6023	1	1	1.01
Приоритетные	61983	6023	1	1	1.01
раннем	61983	6023	1	1	1.01
детстве	61983	6023	1	1	1.01
живущие	61983	6023	1	1	1.01
бедности	61983	6023	1	1	1.01
Дети-мигранты	61983	6023	1	1	1.01
дети-беженцы	61983	6023	1	1	1.01
рома	61983	6023	1	1	1.01
этнических	61983	6023	1	1	1.01
Реагирование	61983	6023	1	1	1.01
чрезвычайные	61983	6023	1	1	1.01
Война	61983	6023	1	1	1.01
Взаимодействие	61983	6023	1	1	1.01
голубая	61983	6023	1	1	1.01
заботится	61983	6023	1	1	1.01
новорожденным	61983	6023	1	1	1.01
миллиона	61983	6023	1	1	1.01
умирают	61983	6023	1	1	1.01
вакцинации	61983	6023	1	1	1.01
трём	61983	6023	1	1	1.01
диапазон	61983	6023	1	1	1.01
расширяется	61983	6023	1	1	1.01
мёда	61983	6023	1	1	1.01
исполнится	61983	6023	1	1	1.01
Вестник	61983	6023	1	1	1.01
СПервыхДнейЖизни	61983	6023	1	1	1.01
Посетите	61983	6023	1	1	1.01
прохождении	61983	6023	1	1	1.01
родовые	61983	6023	1	1	1.01
компенсировать	61983	6023	1	1	1.01
анатомия	61983	6023	1	1	1.01
подвижность	61983	6023	1	1	1.01
СТРЕСС	61983	6023	1	1	1.01
быстрое	61983	6023	1	1	1.01
разлучение	61983	6023	1	1	1.01
поймёт	61983	6023	1	1	1.01
сопровождал	61983	6023	1	1	1.01
Шесть	61983	6023	1	1	1.01
воспитывала	61983	6023	1	1	1.01
одиннадцать	61983	6023	1	1	1.01
многодетная	61983	6023	1	1	1.01
опечатку	61983	6023	1	1	1.01
Отписаться	61983	6023	1	1	1.01
Oфициальный	61983	6023	1	1	1.01
больному	61983	6023	1	1	1.01
радостьВИЧ	61983	6023	1	1	1.01
доброжелательностьВИЧ	61983	6023	1	1	1.01
добром	61983	6023	1	1	1.01
специалистыВокруг	61983	6023	1	1	1.01
просвещенных	61983	6023	1	1	1.01
тренеров	61983	6023	1	1	1.01
семьяМногие	61983	6023	1	1	1.01
проживая	61983	6023	1	1	1.01
создан	61983	6023	1	1	1.01
детей-сирот	61983	6023	1	1	1.01
попечения	61983	6023	1	1	1.01
кровных	61983	6023	1	1	1.01
сосредоточились	61983	6023	1	1	1.01
рожденным	61983	6023	1	1	1.01
вирусом	61983	6023	1	1	1.01
иммунодефицита	61983	6023	1	1	1.01
ВИЧ-инфекцией	61983	6023	1	1	1.01
интегрировать	61983	6023	1	1	1.01
возвращения	61983	6023	1	1	1.01
повышение	61983	6023	1	1	1.01
квалификации	61983	6023	1	1	1.01
СЗЗ	61983	6023	1	1	1.01
ПЛЮСПСИХОЛОГ	61983	6023	1	1	1.01
Улучшение	61983	6023	1	1	1.01
воспитывающих	61983	6023	1	1	1.01
ПЛЮСЖИЗНЬ	61983	6023	1	1	1.01
vkontakte	61983	6023	1	1	1.01
подростках	61983	6023	1	1	1.01
рожденных	61983	6023	1	1	1.01
судьбу	61983	6023	1	1	1.01
наступающим	61983	6023	1	1	1.01
Годом	61983	6023	1	1	1.01
Всероссийской	61983	6023	1	1	1.01
наградой	61983	6023	1	1	1.01
поощряет	61983	6023	1	1	1.01
всестороннего	61983	6023	1	1	1.01
достойных	61983	6023	1	1	1.01
всероссийского	61983	6023	1	1	1.01
признания	61983	6023	1	1	1.01
благодарности	61983	6023	1	1	1.01
ИДЕЯ	61983	6023	1	1	1.01
проверяют	61983	6023	1	1	1.01
удобство	61983	6023	1	1	1.01
методология	61983	6023	1	1	1.01
воспитательной	61983	6023	1	1	1.01
масштаб	61983	6023	1	1	1.01
развлечений	61983	6023	1	1	1.01
созданных	61983	6023	1	1	1.01
реализуемых	61983	6023	1	1	1.01
самими	61983	6023	1	1	1.01
ДЕТЯМ	61983	6023	1	1	1.01
ЗДОРОВЫЙ	61983	6023	1	1	1.01
ОБРАЗ	61983	6023	1	1	1.01
ЖИЗНИ	61983	6023	1	1	1.01
ЗОЖ	61983	6023	1	1	1.01
популяризацию	61983	6023	1	1	1.01
Специальные	61983	6023	1	1	1.01
притяжения	61983	6023	1	1	1.01
сердцем	61983	6023	1	1	1.01
РАВНЫЕ	61983	6023	1	1	1.01
ВОЗМОЖНОСТИ	61983	6023	1	1	1.01
платформ	61983	6023	1	1	1.01
войдёт	61983	6023	1	1	1.01
каталог	61983	6023	1	1	1.01
критерии	61983	6023	1	1	1.01
проектом	61983	6023	1	1	1.01
номинанты	61983	6023	1	1	1.01
Критерии	61983	6023	1	1	1.01
методическая	61983	6023	1	1	1.01
ценностями	61983	6023	1	1	1.01
воспитанием	61983	6023	1	1	1.01
сплотить	61983	6023	1	1	1.01
заинтересованы	61983	6023	1	1	1.01
Удобно	61983	6023	1	1	1.01
добираться	61983	6023	1	1	1.01
Каков	61983	6023	1	1	1.01
открыто	61983	6023	1	1	1.01
информирует	61983	6023	1	1	1.01
зарегистрированные	61983	6023	1	1	1.01
создаются	61983	6023	1	1	1.01
рейтинге	61983	6023	1	1	1.01
узнавать	61983	6023	1	1	1.01
